"","Region","Province","CityProvince","Barangay","Population","HouseholdPopulation","Nhouseholds","Area","BrgyCount","BrgyArea","BrgyDensity"
"8918","REGION I - ILOCOS","ILOCOS SUR","QUIRINO (ANGKAKI)","Namitpit",1266,1245,244,12964.62,2609,4.96919126101955,254.769827422632
"8916","REGION I - ILOCOS","ILOCOS SUR","QUIRINO (ANGKAKI)","Patungcaleo (Lamag)",1117,1117,229,12964.62,2609,4.96919126101955,224.785068902907
"8919","REGION I - ILOCOS","ILOCOS SUR","QUIRINO (ANGKAKI)","Patiacan",953,953,203,12964.62,2609,4.96919126101955,191.781710532202
"8917","REGION I - ILOCOS","ILOCOS SUR","QUIRINO (ANGKAKI)","Malideg",782,782,158,12964.62,2609,4.96919126101955,157.369672231041
"24493","REGION V - BICOL","CAMARINES SUR","RAGAY","Liboro",3571,3571,713,18114.47,2484,7.29245974235105,489.683882553561
"24488","REGION V - BICOL","CAMARINES SUR","RAGAY","Godofredo Reyes Sr. (Catabangan Crossing)",3513,3513,813,18114.47,2484,7.29245974235105,481.730461890411
"24507","REGION V - BICOL","CAMARINES SUR","RAGAY","F. Simeon (Pugod)",3117,3117,636,18114.47,2484,7.29245974235105,427.427796673046
"24476","REGION V - BICOL","CAMARINES SUR","RAGAY","Apad",2896,2896,584,18114.47,2484,7.29245974235105,397.122521387598
"24478","REGION V - BICOL","CAMARINES SUR","RAGAY","Banga Caves",2419,2419,585,18114.47,2484,7.29245974235105,331.712492830317
"1786","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","RAJAH BUAYAN","Tabungao",3033,3033,492,36650.95,2081,17.6121816434407,172.210351982691
"1778","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","RAJAH BUAYAN","Dapantis",2747,2747,438,36650.95,2081,17.6121816434407,155.97159145943
"1781","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","RAJAH BUAYAN","Mileb",2565,2565,384,36650.95,2081,17.6121816434407,145.63783476281
"1782","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","RAJAH BUAYAN","Panadtaban",2492,2492,394,36650.95,2081,17.6121816434407,141.492976307572
"1785","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","RAJAH BUAYAN","Sapakan (Pob.)",2464,2464,381,36650.95,2081,17.6121816434407,139.903167585015
"12876","REGION II - CAGAYAN VALLEY","ISABELA ","RAMON","Bugallon Proper (Pob.)",7037,7027,1765,29836.88,1886,15.8201908801697,444.811320754717
"12860","REGION II - CAGAYAN VALLEY","ISABELA ","RAMON","Bugallon Norte",5344,5320,1274,29836.88,1886,15.8201908801697,337.796177080177
"12868","REGION II - CAGAYAN VALLEY","ISABELA ","RAMON","Raniag",5337,5337,1399,29836.88,1886,15.8201908801697,337.353704542834
"12870","REGION II - CAGAYAN VALLEY","ISABELA ","RAMON","San Miguel",4884,4884,1297,29836.88,1886,15.8201908801697,308.719410340491
"12875","REGION II - CAGAYAN VALLEY","ISABELA ","RAMON","General Aguinaldo",4747,4747,1251,29836.88,1886,15.8201908801697,300.059590681063
"21929","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","RAMON MAGSAYSAY (LIARGO)","Poblacion",2873,2704,693,16904.03,1576,10.7259073604061,267.856126615961
"21919","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","RAMON MAGSAYSAY (LIARGO)","Esperanza",2039,2039,503,16904.03,1576,10.7259073604061,190.100467166705
"21914","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","RAMON MAGSAYSAY (LIARGO)","Campo IV",1550,1550,350,16904.03,1576,10.7259073604061,144.509918640703
"21921","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","RAMON MAGSAYSAY (LIARGO)","Katipunan",1543,1543,313,16904.03,1576,10.7259073604061,143.85729320168
"21932","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","RAMON MAGSAYSAY (LIARGO)","Sapa Anding",1312,1312,293,16904.03,1576,10.7259073604061,122.320653713937
"16158","REGION III - CENTRAL LUZON","TARLAC","RAMOS","Pance",4567,4567,1047,21906.19,2268,9.6588139329806,472.832382080134
"16157","REGION III - CENTRAL LUZON","TARLAC","RAMOS","Guiteb",3634,3634,796,21906.19,2268,9.6588139329806,376.236671004862
"16156","REGION III - CENTRAL LUZON","TARLAC","RAMOS","Coral-Iloco",3538,3538,732,21906.19,2268,9.6588139329806,366.297562469786
"16161","REGION III - CENTRAL LUZON","TARLAC","RAMOS","Poblacion South",2395,2395,531,21906.19,2268,9.6588139329806,247.960051474035
"16164","REGION III - CENTRAL LUZON","TARLAC","RAMOS","Toledo",2097,2097,500,21906.19,2268,9.6588139329806,217.10740206307
"23268","REGION V - BICOL","ALBAY","RAPU-RAPU","Poblacion",5840,5832,1266,18114.47,2484,7.29245974235105,800.827184013664
"23275","REGION V - BICOL","ALBAY","RAPU-RAPU","Villahermosa",2299,2297,452,18114.47,2484,7.29245974235105,315.257139734146
"23270","REGION V - BICOL","ALBAY","RAPU-RAPU","San Ramon",2230,2230,448,18114.47,2484,7.29245974235105,305.795311703848
"23254","REGION V - BICOL","ALBAY","RAPU-RAPU","Galicia",2020,2020,387,18114.47,2484,7.29245974235105,276.998443785548
"23250","REGION V - BICOL","ALBAY","RAPU-RAPU","Caracaran",1387,1387,269,18114.47,2484,7.29245974235105,190.196456203245
"20240","REGION IV-A – CALABARZON","QUEZON","REAL","Poblacion I (Barangay 1)",5568,5568,1277,16576.26,2968,5.58499326145552,996.957335369981
"20251","REGION IV-A – CALABARZON","QUEZON","REAL","Ungos",4504,4504,971,16576.26,2968,5.58499326145552,806.446810076579
"20250","REGION IV-A – CALABARZON","QUEZON","REAL","Tignoan",3603,3603,837,16576.26,2968,5.58499326145552,645.121637812148
"20252","REGION IV-A – CALABARZON","QUEZON","REAL","Poblacion 61 (Barangay 2)",2806,2806,589,16576.26,2968,5.58499326145552,502.417795087674
"20244","REGION IV-A – CALABARZON","QUEZON","REAL","Llavac",2517,2517,624,16576.26,2968,5.58499326145552,450.671985116064
"12894","REGION II - CAGAYAN VALLEY","ISABELA ","REINA MERCEDES","Turod",2907,2907,665,29836.88,1886,15.8201908801697,183.752523722319
"12881","REGION II - CAGAYAN VALLEY","ISABELA ","REINA MERCEDES","Dangan",2854,2854,696,29836.88,1886,15.8201908801697,180.402374511008
"12877","REGION II - CAGAYAN VALLEY","ISABELA ","REINA MERCEDES","Banquero",2392,2392,571,29836.88,1886,15.8201908801697,151.199187046367
"12883","REGION II - CAGAYAN VALLEY","ISABELA ","REINA MERCEDES","District II (Pob.)",2034,2034,489,29836.88,1886,15.8201908801697,128.569877279394
"12893","REGION II - CAGAYAN VALLEY","ISABELA ","REINA MERCEDES","Tallungan (Pob.)",1894,1891,419,29836.88,1886,15.8201908801697,119.720426532533
"40972","REGION XIII – CARAGA","AGUSAN DEL NORTE","REMEDIOS T. ROMUALDEZ","Poblacion I (Agay)",2611,2592,566,21120.56,1004,21.0364143426295,124.118110504646
"40973","REGION XIII – CARAGA","AGUSAN DEL NORTE","REMEDIOS T. ROMUALDEZ","Balangbalang",2482,2460,565,21120.56,1004,21.0364143426295,117.985886737852
"40974","REGION XIII – CARAGA","AGUSAN DEL NORTE","REMEDIOS T. ROMUALDEZ","Basilisa",2181,2167,485,21120.56,1004,21.0364143426295,103.677364615332
"40977","REGION XIII – CARAGA","AGUSAN DEL NORTE","REMEDIOS T. ROMUALDEZ","San Antonio",2122,2119,449,21120.56,1004,21.0364143426295,100.872704132845
"40978","REGION XIII – CARAGA","AGUSAN DEL NORTE","REMEDIOS T. ROMUALDEZ","Tagbongabong",2046,2046,474,21120.56,1004,21.0364143426295,97.2599211384547
"15030","REGION III - CENTRAL LUZON","NUEVA ECIJA","RIZAL","Estrella",5175,5175,1326,21906.19,2268,9.6588139329806,535.780069468949
"19109","REGION IV-A – CALABARZON","LAGUNA","RIZAL","Tala",2897,2897,671,16576.26,2968,5.58499326145552,518.711458435136
"19101","REGION IV-A – CALABARZON","LAGUNA","RIZAL","Antipolo",2753,2753,625,16576.26,2968,5.58499326145552,492.928079072119
"15022","REGION III - CENTRAL LUZON","NUEVA ECIJA","RIZAL","Bicos",4641,4641,1191,21906.19,2268,9.6588139329806,480.493778242588
"15023","REGION III - CENTRAL LUZON","NUEVA ECIJA","RIZAL","Cabucbucan",4641,4641,1129,21906.19,2268,9.6588139329806,480.493778242588
"3302","CORDILLERA ADMINISTRATIVE REGION","KALINGA","RIZAL (LIWAN)","Liwan West",2672,2662,600,19818.12,1079,18.3671177015755,145.477371213818
"3307","CORDILLERA ADMINISTRATIVE REGION","KALINGA","RIZAL (LIWAN)","Babalag West (Pob.)",1901,1901,416,19818.12,1079,18.3671177015755,103.500180642765
"3303","CORDILLERA ADMINISTRATIVE REGION","KALINGA","RIZAL (LIWAN)","Macutay",1720,1720,390,19818.12,1079,18.3671177015755,93.6456132064999
"3306","CORDILLERA ADMINISTRATIVE REGION","KALINGA","RIZAL (LIWAN)","Santor",1495,1495,301,19818.12,1079,18.3671177015755,81.3954603161148
"3301","CORDILLERA ADMINISTRATIVE REGION","KALINGA","RIZAL (LIWAN)","Liwan East",1412,1412,313,19818.12,1079,18.3671177015755,76.8765150276616
"4895","MIMAROPA REGION","PALAWAN","RIZAL (MARCOS)","Punta Baja",10594,10538,2689,29606.25,1209,24.4882133995037,432.616288790374
"4892","MIMAROPA REGION","PALAWAN","RIZAL (MARCOS)","Iraan",6780,6780,1670,29606.25,1209,24.4882133995037,276.867891070298
"4889","MIMAROPA REGION","PALAWAN","RIZAL (MARCOS)","Candawaga",5771,5771,1426,29606.25,1209,24.4882133995037,235.664395186827
"4897","MIMAROPA REGION","PALAWAN","RIZAL (MARCOS)","Taburi",5337,5337,1400,29606.25,1209,24.4882133995037,217.941583280557
"4896","MIMAROPA REGION","PALAWAN","RIZAL (MARCOS)","Ransang",4983,4983,1204,29606.25,1209,24.4882133995037,203.485649145029
"20680","REGION IV-A – CALABARZON","RIZAL ","RODRIGUEZ (MONTALBAN)","San Jose",124868,124582,27826,16576.26,2968,5.58499326145552,22357.7709326471
"20679","REGION IV-A – CALABARZON","RIZAL ","RODRIGUEZ (MONTALBAN)","San Isidro",117277,117199,26432,16576.26,2968,5.58499326145552,20998.5929274758
"20672","REGION IV-A – CALABARZON","RIZAL ","RODRIGUEZ (MONTALBAN)","Burgos",44100,44087,9002,16576.26,2968,5.58499326145552,7896.15992992388
"20681","REGION IV-A – CALABARZON","RIZAL ","RODRIGUEZ (MONTALBAN)","San Rafael",27956,27827,6309,16576.26,2968,5.58499326145552,5005.55662133678
"20675","REGION IV-A – CALABARZON","RIZAL ","RODRIGUEZ (MONTALBAN)","Manggahan",13913,13913,3144,16576.26,2968,5.58499326145552,2491.13997970592
"5038","MIMAROPA REGION","ROMBLON ","ROMBLON (CAPITAL)","Capaclan",4444,4270,984,29606.25,1209,24.4882133995037,181.475060164661
"5036","MIMAROPA REGION","ROMBLON ","ROMBLON (CAPITAL)","Cajimos",2667,2640,596,29606.25,1209,24.4882133995037,108.909537682077
"5035","MIMAROPA REGION","ROMBLON ","ROMBLON (CAPITAL)","Bagacay",2663,2655,565,29606.25,1209,24.4882133995037,108.74619379354
"5034","MIMAROPA REGION","ROMBLON ","ROMBLON (CAPITAL)","Alad",1855,1855,473,29606.25,1209,24.4882133995037,75.7507283090564
"5046","MIMAROPA REGION","ROMBLON ","ROMBLON (CAPITAL)","Lonos",1739,1716,407,29606.25,1209,24.4882133995037,71.013755541482
"31517","REGION VII - CENTRAL VISAYAS","CEBU","RONDA","Santa Cruz",3224,3224,718,10452.01,1866,5.60129153269025,575.581538861903
"31516","REGION VII - CENTRAL VISAYAS","CEBU","RONDA","Poblacion",1992,1992,495,10452.01,1866,5.60129153269025,355.632265946933
"31510","REGION VII - CENTRAL VISAYAS","CEBU","RONDA","Cansayahon",1947,1947,453,10452.01,1866,5.60129153269025,347.598404517409
"31515","REGION VII - CENTRAL VISAYAS","CEBU","RONDA","Palanas",1739,1739,402,10452.01,1866,5.60129153269025,310.464111687608
"31511","REGION VII - CENTRAL VISAYAS","CEBU","RONDA","Ilaya",1630,1630,374,10452.01,1866,5.60129153269025,291.004314002761
"10794","REGION I - ILOCOS","PANGASINAN","ROSALES","Carmen East",3921,3921,908,12964.62,2609,4.96919126101955,789.062001045923
"10799","REGION I - ILOCOS","PANGASINAN","ROSALES","Guiling",3246,3246,746,12964.62,2609,4.96919126101955,653.225007751866
"10813","REGION I - ILOCOS","PANGASINAN","ROSALES","Station District",3207,3207,723,12964.62,2609,4.96919126101955,645.376648139321
"10815","REGION I - ILOCOS","PANGASINAN","ROSALES","Tomana West",3118,3118,743,12964.62,2609,4.96919126101955,627.466289023512
"10818","REGION I - ILOCOS","PANGASINAN","ROSALES","Carmay East",2985,2962,673,12964.62,2609,4.96919126101955,600.701370344831
"18435","REGION IV-A – CALABARZON","CAVITE","ROSARIO","Tejeros Convention",19697,19685,6380,16576.26,2968,5.58499326145552,3526.77238412042
"18446","REGION IV-A – CALABARZON","CAVITE","ROSARIO","Wawa III",11921,11921,2950,16576.26,2968,5.58499326145552,2134.46989851752
"18427","REGION IV-A – CALABARZON","CAVITE","ROSARIO","Silangan I",7683,7672,2102,16576.26,2968,5.58499326145552,1375.65071976429
"18441","REGION IV-A – CALABARZON","CAVITE","ROSARIO","Sapa II",7254,7254,1689,16576.26,2968,5.58499326145552,1298.83773541197
"18437","REGION IV-A – CALABARZON","CAVITE","ROSARIO","Ligtong III",6821,6810,1833,16576.26,2968,5.58499326145552,1221.30854607734
"22547","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","ROSELLER LIM","Don Perfecto",4037,4037,964,16904.03,1576,10.7259073604061,376.37841390485
"22531","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","ROSELLER LIM","Katipunan",2884,2884,648,16904.03,1576,10.7259073604061,268.881680877282
"22539","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","ROSELLER LIM","San Fernandino",2623,2623,635,16904.03,1576,10.7259073604061,244.548075222299
"22546","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","ROSELLER LIM","Ali Alsree",2414,2414,556,16904.03,1576,10.7259073604061,225.062544257198
"22548","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","ROSELLER LIM","Malubal",2390,2390,665,16904.03,1576,10.7259073604061,222.824971323406
"12916","REGION II - CAGAYAN VALLEY","ISABELA ","ROXAS","Sotero Nuesa",6139,6123,1413,29836.88,1886,15.8201908801697,388.048415249852
"12903","REGION II - CAGAYAN VALLEY","ISABELA ","ROXAS","Rizal (Pob.)",6026,6026,1385,29836.88,1886,15.8201908801697,380.905644289886
"12905","REGION II - CAGAYAN VALLEY","ISABELA ","ROXAS","Bantug (Pob.)",5834,5830,1258,29836.88,1886,15.8201908801697,368.769254694191
"4388","MIMAROPA REGION","ORIENTAL MINDORO","ROXAS","Bagumbayan (Pob.)",6868,6807,1573,29606.25,1209,24.4882133995037,280.461456618113
"4827","MIMAROPA REGION","PALAWAN","ROXAS","Barangay IV (Pob.)",6006,5993,1344,29606.25,1209,24.4882133995037,245.260848638379
"27407","REGION VI - WESTERN VISAYAS","CAPIZ","ROXAS CITY (Capital)","Lawa-an",9823,9634,2068,12773.46,2724,4.68922907488987,2094.80062567229
"27393","REGION VI - WESTERN VISAYAS","CAPIZ","ROXAS CITY (Capital)","Baybay",9431,9282,2109,12773.46,2724,4.68922907488987,2011.20479494201
"27379","REGION VI - WESTERN VISAYAS","CAPIZ","ROXAS CITY (Capital)","Banica",8737,8723,1922,12773.46,2724,4.68922907488987,1863.20605380218
"27399","REGION VI - WESTERN VISAYAS","CAPIZ","ROXAS CITY (Capital)","Culasi",8429,8422,1904,12773.46,2724,4.68922907488987,1797.52361537125
"27422","REGION VI - WESTERN VISAYAS","CAPIZ","ROXAS CITY (Capital)","Tiza",8173,8173,1865,12773.46,2724,4.68922907488987,1742.93041979229
"3485","CORDILLERA ADMINISTRATIVE REGION","MOUNTAIN PROVINCE","SABANGAN","Poblacion",1080,1080,263,19818.12,1079,18.3671177015755,58.8007338738488
"3474","CORDILLERA ADMINISTRATIVE REGION","MOUNTAIN PROVINCE","SABANGAN","Bun-ayan",837,837,208,19818.12,1079,18.3671177015755,45.5705687522328
"3478","CORDILLERA ADMINISTRATIVE REGION","MOUNTAIN PROVINCE","SABANGAN","Data",818,815,188,19818.12,1079,18.3671177015755,44.5361113970447
"3476","CORDILLERA ADMINISTRATIVE REGION","MOUNTAIN PROVINCE","SABANGAN","Camatagan",812,812,179,19818.12,1079,18.3671177015755,44.2094406533011
"3482","CORDILLERA ADMINISTRATIVE REGION","MOUNTAIN PROVINCE","SABANGAN","Namatec",737,730,178,19818.12,1079,18.3671177015755,40.1260563565061
"3041","CORDILLERA ADMINISTRATIVE REGION","BENGUET","SABLAN","Poblacion",2808,2807,652,19818.12,1079,18.3671177015755,152.881908072007
"3038","CORDILLERA ADMINISTRATIVE REGION","BENGUET","SABLAN","Bayabas",2467,2451,559,19818.12,1079,18.3671177015755,134.316120802579
"3036","CORDILLERA ADMINISTRATIVE REGION","BENGUET","SABLAN","Banangan",1808,1808,423,19818.12,1079,18.3671177015755,98.4367841147395
"3039","CORDILLERA ADMINISTRATIVE REGION","BENGUET","SABLAN","Kamog",1468,1468,362,19818.12,1079,18.3671177015755,79.9254419692685
"3037","CORDILLERA ADMINISTRATIVE REGION","BENGUET","SABLAN","Banengbeng",1072,1072,212,19818.12,1079,18.3671177015755,58.3651728821906
"3978","MIMAROPA REGION","OCCIDENTAL MINDORO","SABLAYAN","Buenavista",8908,8899,2056,29606.25,1209,24.4882133995037,363.766839772008
"3984","MIMAROPA REGION","OCCIDENTAL MINDORO","SABLAYAN","Ligaya",7648,7647,1610,29606.25,1209,24.4882133995037,312.313514882837
"3985","MIMAROPA REGION","OCCIDENTAL MINDORO","SABLAYAN","Poblacion (Lumangbayan)",7053,7029,1660,29606.25,1209,24.4882133995037,288.016111462951
"3993","MIMAROPA REGION","OCCIDENTAL MINDORO","SABLAYAN","Santo Niño",6187,6172,1498,29606.25,1209,24.4882133995037,252.65215959468
"3991","MIMAROPA REGION","OCCIDENTAL MINDORO","SABLAYAN","San Vicente",4962,4962,1172,29606.25,1209,24.4882133995037,202.628093730209
"11339","REGION II - CAGAYAN VALLEY","BATANES","SABTANG","Sinakan (Pob.)",509,508,142,29836.88,1886,15.8201908801697,32.1740745010872
"11340","REGION II - CAGAYAN VALLEY","BATANES","SABTANG","Sumnanga",378,378,88,29836.88,1886,15.8201908801697,23.8935170165245
"11336","REGION II - CAGAYAN VALLEY","BATANES","SABTANG","Malakdang (Pob.)",234,234,72,29836.88,1886,15.8201908801697,14.7912248197533
"11338","REGION II - CAGAYAN VALLEY","BATANES","SABTANG","Savidug",201,201,51,29836.88,1886,15.8201908801697,12.7052828579932
"11335","REGION II - CAGAYAN VALLEY","BATANES","SABTANG","Chavayan",157,157,41,29836.88,1886,15.8201908801697,9.92402690897976
"3490","CORDILLERA ADMINISTRATIVE REGION","MOUNTAIN PROVINCE","SADANGA","Betwagan",2324,2324,459,19818.12,1079,18.3671177015755,126.530468076689
"3492","CORDILLERA ADMINISTRATIVE REGION","MOUNTAIN PROVINCE","SADANGA","Poblacion",1597,1597,311,19818.12,1079,18.3671177015755,86.948862959756
"3489","CORDILLERA ADMINISTRATIVE REGION","MOUNTAIN PROVINCE","SADANGA","Belwang",955,955,204,19818.12,1079,18.3671177015755,51.9950933791904
"3494","CORDILLERA ADMINISTRATIVE REGION","MOUNTAIN PROVINCE","SADANGA","Saclit",944,944,172,19818.12,1079,18.3671177015755,51.3961970156604
"3488","CORDILLERA ADMINISTRATIVE REGION","MOUNTAIN PROVINCE","SADANGA","Anabel",910,910,183,19818.12,1079,18.3671177015755,49.5450628011133
"3508","CORDILLERA ADMINISTRATIVE REGION","MOUNTAIN PROVINCE","SAGADA","Poblacion (Patay)",1347,1347,311,19818.12,1079,18.3671177015755,73.3375819704392
"3502","CORDILLERA ADMINISTRATIVE REGION","MOUNTAIN PROVINCE","SAGADA","Bangaan",924,924,196,19818.12,1079,18.3671177015755,50.3072945365151
"3499","CORDILLERA ADMINISTRATIVE REGION","MOUNTAIN PROVINCE","SAGADA","Angkeling",907,907,213,19818.12,1079,18.3671177015755,49.3817274292415
"3501","CORDILLERA ADMINISTRATIVE REGION","MOUNTAIN PROVINCE","SAGADA","Balugan",780,780,167,19818.12,1079,18.3671177015755,42.4671966866686
"3498","CORDILLERA ADMINISTRATIVE REGION","MOUNTAIN PROVINCE","SAGADA","Ambasing",774,774,211,19818.12,1079,18.3671177015755,42.140525942925
"36868","REGION X - NORTHERN MINDANAO","CAMIGUIN","SAGAY","Poblacion",3329,3314,767,20458.51,1635,12.5128501529052,266.04650094264
"36863","REGION X - NORTHERN MINDANAO","CAMIGUIN","SAGAY","Bonbon",1801,1801,413,20458.51,1635,12.5128501529052,143.932036106246
"36860","REGION X - NORTHERN MINDANAO","CAMIGUIN","SAGAY","Alangilan",1530,1530,376,20458.51,1635,12.5128501529052,122.274300523352
"36866","REGION X - NORTHERN MINDANAO","CAMIGUIN","SAGAY","Manuyog",1415,1415,291,20458.51,1635,12.5128501529052,113.083748523231
"36862","REGION X - NORTHERN MINDANAO","CAMIGUIN","SAGAY","Balite",979,979,226,20458.51,1635,12.5128501529052,78.2395687662493
"7338","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","SAGAY CITY","Paraiso",16741,16741,3629,13425.4,1023,13.1235581622678,1275.64489698631
"7337","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","SAGAY CITY","Old Sagay",13109,13109,2956,13425.4,1023,13.1235581622678,998.890684821309
"7340","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","SAGAY CITY","Poblacion I (Barangay 1)",11231,11196,2591,13425.4,1023,13.1235581622678,855.789250227181
"7341","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","SAGAY CITY","Poblacion II (Barangay 2)",10359,10349,2434,13425.4,1023,13.1235581622678,789.343855676553
"7326","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","SAGAY CITY","Bulanon",8416,8416,2019,13425.4,1023,13.1235581622678,641.289496029913
"30345","REGION VII - CENTRAL VISAYAS","BOHOL","SAGBAYAN (BORJA)","Poblacion",4154,4130,979,10452.01,1866,5.60129153269025,741.614675072067
"30335","REGION VII - CENTRAL VISAYAS","BOHOL","SAGBAYAN (BORJA)","Canmaya Centro",1448,1448,339,10452.01,1866,5.60129153269025,258.511807776686
"30336","REGION VII - CENTRAL VISAYAS","BOHOL","SAGBAYAN (BORJA)","Canmaya Diot",1221,1221,281,10452.01,1866,5.60129153269025,217.985440121087
"30346","REGION VII - CENTRAL VISAYAS","BOHOL","SAGBAYAN (BORJA)","Sagbayan Sur",1170,1170,268,10452.01,1866,5.60129153269025,208.880397167626
"30354","REGION VII - CENTRAL VISAYAS","BOHOL","SAGBAYAN (BORJA)","Santa Catalina",1136,1136,248,10452.01,1866,5.60129153269025,202.810368531986
